,Date,To,From,To is contributor?
17394,01-2019,sguada,zxxmac,contributer
17395,01-2019,sguada,dasguptar,contributer
17396,01-2019,sguada,nageshkuba,contributer
17397,01-2019,sguada,TalentEngineer,contributer
17398,01-2019,sguada,ominux,contributer
17399,01-2019,sguada,lligithub,contributer
17400,01-2019,sguada,DetionDX,contributer
17401,01-2019,sguada,zhidebushizhan,contributer
17402,01-2019,sguada,MenglaiWang,contributer
17403,01-2019,sguada,Peratham,contributer
17404,01-2019,sguada,yaroslavvb,contributer
17405,01-2019,sguada,realzheng,contributer
17406,01-2019,sguada,blakejs,contributer
17407,01-2019,sguada,hardmaru,contributer
17408,01-2019,sguada,gitfrida,contributer
17409,01-2019,sguada,Rosin1,contributer
17410,01-2019,sguada,danishrathore,contributer
17411,01-2019,sguada,CheMcCandless,contributer
17412,01-2019,sguada,kusha-b-k,contributer
17413,01-2019,sguada,tkstaqu,contributer
17414,01-2019,sguada,nrupatunga,contributer
17415,01-2019,sguada,domyoriginal,contributer
17416,01-2019,sguada,musiclicn,contributer
17417,01-2019,sguada,dasabir,contributer
17418,01-2019,sguada,huangzehao,contributer
17419,01-2019,sguada,caomw,contributer
17420,01-2019,sguada,RyanLiuNtust,contributer
17421,01-2019,sguada,galoiszhang,contributer
17422,01-2019,sguada,wlads,contributer
17423,01-2019,sguada,WillemJan,contributer
17424,01-2019,sguada,gakarak,contributer
17425,01-2019,sguada,diegotoala,contributer
17426,01-2019,sguada,zuqiutxy,contributer
17427,01-2019,sguada,WangJianRepo,contributer
17428,01-2019,sguada,fedezarf,contributer
17429,01-2019,sguada,bjou,contributer
17430,01-2019,sguada,aabobakr,contributer
17431,01-2019,sguada,ivikash,contributer
17432,01-2019,sguada,sgxu,contributer
17433,01-2019,sguada,rio26,contributer
17434,01-2019,sguada,srivignessh,contributer
17435,01-2019,sguada,jason718,contributer
17436,01-2019,sguada,iolalla,contributer
17437,01-2019,sguada,victoriano,contributer
17438,01-2019,sguada,zdepablo,contributer
17439,01-2019,sguada,paulhendricks,contributer
17440,01-2019,sguada,dmrd,contributer
17441,01-2019,sguada,imamanr,contributer
17442,01-2019,sguada,pranavvm26,contributer
17443,01-2019,sguada,denissimakov,contributer
17444,01-2019,sguada,kobesmith,contributer
17445,01-2019,sguada,xunhuang1995,contributer
17446,01-2019,sguada,silky,contributer
17447,01-2019,sguada,manli009,contributer
17448,01-2019,sguada,sobinzeng,contributer
17449,01-2019,sguada,SuriyaaKudoIsc,contributer
17450,01-2019,sguada,PierreRochard,contributer
17451,01-2019,sguada,SoyGema,contributer
17452,01-2019,sguada,jesmins,contributer
17453,01-2019,sguada,chryleo,contributer
17454,01-2019,sguada,xiscosc,contributer
17455,01-2019,sguada,luciaL,contributer
17456,01-2019,sguada,saberioon,contributer
17457,01-2019,sguada,vierja,contributer
17458,01-2019,sguada,radovankavicky,contributer
17459,01-2019,sguada,vdt,contributer
17460,01-2019,sguada,RAHMANINkolesi,contributer
17461,01-2019,sguada,mariomolinara,contributer
17462,01-2019,sguada,bupttianlei,contributer
17463,01-2019,sguada,smartai18,contributer
17464,01-2019,sguada,harryprince,contributer
17465,01-2019,sguada,liuguoyou,contributer
17466,01-2019,sguada,guangquanwang,contributer
17467,01-2019,sguada,power0341,contributer
17468,01-2019,sguada,jihobak,contributer
17469,01-2019,sguada,MafiaSF,contributer
17470,01-2019,sguada,beyhosni,contributer
17471,01-2019,sguada,MdJawad,contributer
17472,01-2019,sguada,saurabhrajkarnikar,contributer
17473,01-2019,sguada,biprajiman,contributer
17474,01-2019,sguada,nicodjimenez,contributer
17475,01-2019,sguada,iRapha,contributer
17476,01-2019,sguada,BowieHsu,contributer
17477,01-2019,sguada,saadmahboob,contributer
17478,01-2019,sguada,newgogo,contributer
17479,01-2019,sguada,Kata71,contributer
17480,01-2019,sguada,KiranPrakash,contributer
17481,01-2019,sguada,zhouzhaoze,contributer
17482,01-2019,sguada,AlexxNica,contributer
17483,01-2019,sguada,algope,contributer
17484,01-2019,sguada,vonclites,contributer
17485,01-2019,sguada,cslxiao,contributer
17486,01-2019,sguada,wucbin,contributer
17487,01-2019,sguada,rccclr,contributer
17488,01-2019,sguada,apolmig,contributer
17489,01-2019,sguada,nav13n,contributer
17490,01-2019,sguada,ivanprado,contributer
17491,01-2019,sguada,shivajid,contributer
17492,01-2019,sguada,pertlwts,contributer
17493,01-2019,sguada,haochenprophet,contributer
17494,01-2019,sguada,zgsxwsdxg,contributer
17495,01-2019,sguada,wk910930,contributer
17496,01-2019,sguada,shushanxingzhe,contributer
17497,01-2019,sguada,icysapphire,contributer
17498,01-2019,sguada,sreelathasamudrala,contributer
17499,01-2019,sguada,absurdliyang,contributer
17500,01-2019,sguada,bionicles,contributer
17501,01-2019,sguada,adriaromero,contributer
17502,01-2019,sguada,gravity1989,contributer
17503,01-2019,sguada,richardmarcum,contributer
17504,01-2019,sguada,Soham0,contributer
17505,01-2019,sguada,monajalal,contributer
17506,01-2019,sguada,nikolayvoronchikhin,contributer
17507,01-2019,sguada,yulongwang12,contributer
17508,01-2019,sguada,SunheeHwang-Yonsei,contributer
17509,01-2019,sguada,mrtavat,contributer
17510,01-2019,sguada,mindos,contributer
17511,01-2019,sguada,auroua,contributer
17512,01-2019,sguada,rajivmanivannan,contributer
17513,01-2019,sguada,theGreenJedi,contributer
17514,01-2019,sguada,daokouer,contributer
17515,01-2019,sguada,sainisanjay,contributer
17516,01-2019,sguada,wildrain,contributer
17517,01-2019,sguada,ujinius,contributer
17518,01-2019,sguada,strategist922,contributer
17519,01-2019,sguada,JakeRenn,contributer
17520,01-2019,sguada,Ksbo,contributer
17521,01-2019,sguada,JoshuaZero,contributer
17522,01-2019,sguada,lacatus,contributer
17523,01-2019,sguada,shiyongde,contributer
17524,01-2019,sguada,ovwane,contributer
17525,01-2019,sguada,Wesam266,contributer
17526,01-2019,sguada,adhulipa,contributer
17527,01-2019,sguada,Kevrudd94,contributer
17528,01-2019,sguada,kaiquewdev,contributer
17529,01-2019,sguada,ricther,contributer
17530,01-2019,sguada,liangzimei,contributer
17531,01-2019,sguada,kerriemenzer,contributer
17532,01-2019,sguada,muhamuttaqien,contributer
17533,01-2019,sguada,nfultz,contributer
17534,01-2019,sguada,HUSTLX,contributer
17535,01-2019,sguada,technologiclee,contributer
17536,01-2019,sguada,slevental,contributer
17537,01-2019,sguada,AXhing-LLW,contributer
17538,01-2019,sguada,kurff,contributer
17539,01-2019,sguada,HappyStorm,contributer
17540,01-2019,sguada,UTTsamir,contributer
17541,01-2019,sguada,ArjanSchouten,contributer
17542,01-2019,sguada,ClaudioPose-AI,contributer
17543,01-2019,sguada,anuragvermaknn,contributer
17544,01-2019,sguada,biswagsingh,contributer
17545,01-2019,sguada,jiajunwu,contributer
17546,01-2019,sguada,yosbigolles,contributer
17547,01-2019,sguada,SOHELAHMED7,contributer
17548,01-2019,sguada,philferriere,contributer
17549,01-2019,sguada,krysits,contributer
17550,01-2019,sguada,fabiofumarola,contributer
17551,01-2019,sguada,ZhihuaGao,contributer
17552,01-2019,sguada,limitlessss,contributer
17553,01-2019,sguada,dingyadong,contributer
17554,01-2019,sguada,N-I-G-H-T-M-A-R-E,contributer
17555,01-2019,sguada,subhobrata,contributer
17556,01-2019,sguada,Chen-Qiu,contributer
17557,01-2019,sguada,mmoceerf,contributer
17558,01-2019,sguada,mahaprm,contributer
17559,01-2019,sguada,ericdoerheit,contributer
17560,01-2019,sguada,shabbir-hasan,contributer
17561,01-2019,sguada,magnusja,contributer
17562,01-2019,sguada,Nydhal,contributer
17563,01-2019,sguada,divyang4481,contributer
17564,01-2019,sguada,dennistang742,contributer
17565,01-2019,sguada,u1410114,contributer
17566,01-2019,sguada,finderL,contributer
17567,01-2019,sguada,vominhtri1107,contributer
17568,01-2019,sguada,rkrishnan2012,contributer
17569,01-2019,sguada,shlpu,contributer
17570,01-2019,sguada,moleaf,contributer
17571,01-2019,sguada,GISerDaiShaoqing,contributer
17572,01-2019,sguada,facundofarias,contributer
17573,01-2019,sguada,jppgks,contributer
17574,01-2019,sguada,zhanglsky,contributer
17575,01-2019,sguada,didacroyo,contributer
17576,01-2019,sguada,ranju2015,contributer
17577,01-2019,sguada,mzubairsaleem,contributer
17578,01-2019,sguada,yujunfeng,contributer
17579,01-2019,sguada,dongzhuoyao,contributer
17580,01-2019,sguada,joelhandwell,contributer
17581,01-2019,sguada,zbzstar,contributer
17582,01-2019,sguada,weininghu1012,contributer
17583,01-2019,sguada,nazifberat,contributer
17584,01-2019,sguada,peri044,contributer
17585,01-2019,sguada,Bunlong,contributer
17586,01-2019,sguada,beyondli,contributer
17587,01-2019,sguada,haidragon,contributer
17588,01-2019,sguada,chalone0808,contributer
17589,01-2019,sguada,batermj,contributer
17590,01-2019,sguada,kelly329,contributer
17591,01-2019,sguada,fengrussell,contributer
17592,01-2019,sguada,yuhanghe01,contributer
17593,01-2019,sguada,sriharsha0806,contributer
17594,01-2019,sguada,josealb,contributer
17595,01-2019,sguada,PhenixI,contributer
17596,01-2019,sguada,MinaTugraz,contributer
17597,01-2019,sguada,soumenms2015,contributer
17598,01-2019,sguada,netist,contributer
17599,01-2019,sguada,monicasunkara,contributer
17600,01-2019,sguada,TosinAlagbe,contributer
17601,01-2019,sguada,zengsn,contributer
17602,01-2019,sguada,demon386,contributer
17603,01-2019,sguada,danielhauagge,contributer
17604,01-2019,sguada,roscopecoltran,contributer
17605,01-2019,sguada,bigtreeljc,contributer
17606,01-2019,sguada,georgosgeorgos,contributer
17607,01-2019,sguada,yoobright,contributer
17608,01-2019,sguada,WhiteSymmetry,contributer
17609,01-2019,sguada,eddodds,contributer
17610,01-2019,sguada,JerryCatLeung,contributer
17611,01-2019,sguada,RRanddom,contributer
17612,01-2019,sguada,ChuangjieRen,contributer
17613,01-2019,sguada,mr-ubik,contributer
17614,01-2019,sguada,xiang1226,contributer
17615,01-2019,sguada,kazim05,contributer
17616,01-2019,sguada,Sayantan17,contributer
17617,01-2019,sguada,hansman,contributer
17618,01-2019,sguada,fuxi5788,contributer
17619,01-2019,sguada,fzou1,contributer
17620,01-2019,sguada,m0t0r,contributer
17621,01-2019,sguada,AndriiTsok,contributer
17622,01-2019,sguada,willprice,contributer
17623,01-2019,sguada,shaun95,contributer
17624,01-2019,sguada,Yawapi,contributer
17625,01-2019,sguada,chozee,contributer
17626,01-2019,sguada,po0ya,contributer
17627,01-2019,sguada,gjwei,contributer
17628,01-2019,sguada,Jiangchanglong1991,contributer
17629,01-2019,sguada,Anubhav2000,contributer
17630,01-2019,sguada,wyb123,contributer
17631,01-2019,sguada,rmissaoui,contributer
17632,01-2019,sguada,muglikar,contributer
17633,01-2019,sguada,yupbank,contributer
17634,01-2019,sguada,AzizCode92,contributer
17635,01-2019,sguada,chaitanyahebbal,contributer
17636,01-2019,sguada,goldlee,contributer
17637,01-2019,sguada,antimathequaledmath,contributer
17638,01-2019,sguada,manikur,contributer
17639,01-2019,sguada,tianye2017resnet,contributer
17640,01-2019,sguada,cweill,contributer
17641,01-2019,sguada,yangyangHu,contributer
17642,01-2019,sguada,drumalv,contributer
17643,01-2019,sguada,gmh14,contributer
17644,01-2019,sguada,matthew-mcateer,contributer
17645,01-2019,sguada,Lispre,contributer
17646,01-2019,sguada,Ocete,contributer
17647,01-2019,sguada,vicase,contributer
17648,01-2019,sguada,thhung,contributer
17649,01-2019,sguada,BalrajAshwath,contributer
17650,01-2019,sguada,SimeonZhang,contributer
17651,01-2019,sguada,rohithadassanayake,contributer
17652,01-2019,sguada,yassouali,contributer
17653,01-2019,sguada,youthriver,contributer
17654,01-2019,sguada,aligholami,contributer
17655,01-2019,sguada,mviqm,contributer
17656,01-2019,sguada,lowmee,contributer
17657,01-2019,sguada,isaprykin,contributer
17658,01-2019,sguada,DRMALEK,contributer
17659,01-2019,sguada,Shivamagrawal2014,contributer
17660,01-2019,sguada,jperl,contributer
17661,01-2019,sguada,germain-hug,contributer
17662,01-2019,sguada,Bhaney44,contributer
17663,01-2019,sguada,WilliamL1,contributer
17664,01-2019,sguada,IamSantoshKumar,contributer
17665,01-2019,sguada,notabee,contributer
17666,01-2019,sguada,hxgong,contributer
17667,01-2019,sguada,daavoo,contributer
17668,01-2019,sguada,hbhzwj,contributer
17669,01-2019,sguada,thatindiandude,contributer
17670,01-2019,sguada,wzy816,contributer
17671,01-2019,sguada,diegoferigo,contributer
17672,01-2019,sguada,niemengxuan,contributer
17673,01-2019,sguada,VakinduPhilliam,contributer
17674,01-2019,sguada,cserpell,contributer
17675,01-2019,sguada,wassimseif,contributer
17676,01-2019,sguada,ichaida,contributer
17677,01-2019,sguada,bourbakis,contributer
17678,01-2019,sguada,Axel-CH,contributer
17679,01-2019,sguada,kinkone43,contributer
17680,01-2019,sguada,dasmehdix,contributer
17681,01-2019,ebrevdo,shriphani,contributer
17682,01-2019,ebrevdo,Erechtheus,contributer
17683,01-2019,ebrevdo,hreganti,contributer
17684,01-2019,ebrevdo,cameronphchen,contributer
17685,01-2019,ebrevdo,webmaven,contributer
17686,01-2019,ebrevdo,technologiclee,contributer
17687,01-2019,ebrevdo,dongjoon-hyun,contributer
17688,01-2019,ebrevdo,carpedm20,contributer
17689,01-2019,ebrevdo,Duum,contributer
17690,01-2019,ebrevdo,VanushVaswani,contributer
17691,01-2019,ebrevdo,JinXinDeep,contributer
17692,01-2019,ebrevdo,dmrd,contributer
17693,01-2019,ebrevdo,mschonwe,contributer
17694,01-2019,ebrevdo,kenzan8000,contributer
17695,01-2019,ebrevdo,gtlim,contributer
17696,01-2019,ebrevdo,mhbashari,contributer
17697,01-2019,ebrevdo,aannhh,contributer
17698,01-2019,ebrevdo,RankoWong,contributer
17699,01-2019,ebrevdo,prayalankar2,contributer
17700,01-2019,ebrevdo,rockt,contributer
17701,01-2019,ebrevdo,magnits,contributer
17702,01-2019,ebrevdo,PowerChina,contributer
17703,01-2019,ebrevdo,wp-lai,contributer
17704,01-2019,ebrevdo,ethancaballero,contributer
17705,01-2019,ebrevdo,jvdillon,contributer
17706,01-2019,ebrevdo,lakrish,contributer
17707,01-2019,ebrevdo,silky,contributer
17708,01-2019,ebrevdo,SriramRamesh,contributer
17709,01-2019,ebrevdo,cuixue,contributer
17710,01-2019,ebrevdo,YiruS,contributer
17711,01-2019,ebrevdo,avloss,contributer
17712,01-2019,ebrevdo,Arahmanizadeh,contributer
17713,01-2019,ebrevdo,LinJM,contributer
17714,01-2019,ebrevdo,UPCYAO,contributer
17715,01-2019,ebrevdo,sirinath,contributer
17716,01-2019,ebrevdo,workhard-cumtb,contributer
17717,01-2019,ebrevdo,sankethvedula,contributer
17718,01-2019,ebrevdo,sleepdeprivation,contributer
17719,01-2019,ebrevdo,gsrk1984,contributer
17720,01-2019,ebrevdo,belotti-rmit,contributer
17721,01-2019,ebrevdo,OmarDahmen,contributer
17722,01-2019,ebrevdo,ivanclassic,contributer
17723,01-2019,ebrevdo,Ood-Tsen,contributer
17724,01-2019,ebrevdo,rithik0812,contributer
17725,01-2019,ebrevdo,yaroslavvb,contributer
17726,01-2019,ebrevdo,normanheckscher,contributer
17727,01-2019,ebrevdo,carlthome,contributer
17728,01-2019,ebrevdo,tarrade,contributer
17729,01-2019,ebrevdo,liuyichaosoftware,contributer
17730,01-2019,ebrevdo,snnn,contributer
17731,01-2019,ebrevdo,ThinkingSlow,contributer
17732,01-2019,ebrevdo,viswanathk,contributer
17733,01-2019,ebrevdo,lflee,contributer
17734,01-2019,ebrevdo,mwee-a16z,contributer
17735,01-2019,ebrevdo,tkngoutham,contributer
17736,01-2019,ebrevdo,KIKOU2016,contributer
17737,01-2019,ebrevdo,soumenms2015,contributer
17738,01-2019,ebrevdo,vito-dante,contributer
17739,01-2019,ebrevdo,googolplex,contributer
17740,01-2019,ebrevdo,roszcz,contributer
17741,01-2019,ebrevdo,alwayssai,contributer
17742,01-2019,ebrevdo,wjw713,contributer
17743,01-2019,ebrevdo,zhuangh,contributer
17744,01-2019,ebrevdo,mhnatiuk,contributer
17745,01-2019,ebrevdo,deerishi,contributer
17746,01-2019,ebrevdo,monapasan,contributer
17747,01-2019,ebrevdo,anghd,contributer
17748,01-2019,ebrevdo,csanz,contributer
17749,01-2019,ebrevdo,sreecharan2112,contributer
17750,01-2019,ebrevdo,chandiniS,contributer
17751,01-2019,ebrevdo,misamabbas,contributer
17752,01-2019,ebrevdo,shad0wind,contributer
17753,01-2019,ebrevdo,mrpirzado,contributer
17754,01-2019,ebrevdo,phvu,contributer
17755,01-2019,ebrevdo,petrux,contributer
17756,01-2019,ebrevdo,ericjang,contributer
17757,01-2019,ebrevdo,okuchaiev,contributer
17758,01-2019,ebrevdo,PratsBhatt,contributer
17759,01-2019,ebrevdo,shushanxingzhe,contributer
17760,01-2019,ebrevdo,sksq96,contributer
17761,01-2019,ebrevdo,muhrifqii,contributer
17762,01-2019,ebrevdo,zwanli,contributer
17763,01-2019,ebrevdo,cevatbostancioglu,contributer
17764,01-2019,ebrevdo,pzz2011,contributer
17765,01-2019,ebrevdo,luiscape,contributer
17766,01-2019,ebrevdo,TheSaneCoder,contributer
17767,01-2019,ebrevdo,martiansideofthemoon,contributer
17768,01-2019,ebrevdo,somat,contributer
17769,01-2019,ebrevdo,seymayucer,contributer
17770,01-2019,ebrevdo,Peratham,contributer
17771,01-2019,ebrevdo,JUSDJTIN,contributer
17772,01-2019,ebrevdo,xuewengeophysics,contributer
17773,01-2019,ebrevdo,TRUST-TECH-LABS,contributer
17774,01-2019,ebrevdo,joelhandwell,contributer
17775,01-2019,ebrevdo,maximlakin,contributer
17776,01-2019,ebrevdo,suryaavala,contributer
17777,01-2019,ebrevdo,guillaume-chevalier,contributer
17778,01-2019,ebrevdo,igorbb,contributer
17779,01-2019,ebrevdo,phamduonghung,contributer
17780,01-2019,ebrevdo,waynemystir,contributer
17781,01-2019,ebrevdo,PKUYeYuan,contributer
17782,01-2019,ebrevdo,Libardo1,contributer
17783,01-2019,ebrevdo,ScorpioCPH,contributer
17784,01-2019,ebrevdo,tshauck,contributer
17785,01-2019,ebrevdo,ferasOS,contributer
17786,01-2019,ebrevdo,snamburi3,contributer
17787,01-2019,ebrevdo,snwfdhmp,contributer
17788,01-2019,ebrevdo,johnvika,contributer
17789,01-2019,ebrevdo,ramakumar1729,contributer
17790,01-2019,ebrevdo,JerrikEph,contributer
17791,01-2019,ebrevdo,iamsiva11,contributer
17792,01-2019,ebrevdo,jiangdizhao,contributer
17793,01-2019,ebrevdo,zhichaolei,contributer
17794,01-2019,ebrevdo,kelevra1993,contributer
17795,01-2019,ebrevdo,JulienSiems,contributer
17796,01-2019,ebrevdo,rkrumins,contributer
17797,01-2019,ebrevdo,ayushidalmia,contributer
17798,01-2019,ebrevdo,YMMS,contributer
17799,01-2019,ebrevdo,kahirul,contributer
17800,01-2019,ebrevdo,davidhstern,contributer
17801,01-2019,ebrevdo,Katsatsaka,contributer
17802,01-2019,ebrevdo,keyvhinng,contributer
17803,01-2019,ebrevdo,nfultz,contributer
17804,01-2019,ebrevdo,MrGoogol,contributer
